Name,google_rating,google_reviews
Narımor,4.6,83.0
Araka,4.2,269.0
Kitchen By Osman Sezener,4.5,83.0
Arkestra,4.3,338.0
Vino Locale,4.6,727.0
Neolokal,4.3,1115.0
Teruar Urla,4.4,290.0
Nicole,4.5,599.0
Mikla,4.3,2395.0
Sankai by Nagaya,4.6,53.0
Casa Lavanda,4.4,850.0
OD Urla,4.5,2654.0
Maçakızı,4.3,1153.0
Jiangnan Wok‧Rong,4.3,84.0
Wenru No.9,4.0,2.0
Fleurs Et Festin,5.0,2.0
Hokklo,4.6,21.0
Yanyu (Jiahe Road),4.1,55.0
GOAT,4.8,65.0
AKKEE,4.7,182.0
Mia,4.4,52.0
AVANT,4.9,5694.0
IGNIV,4.6,184.0
PRU,4.4,229.0
Signature,4.5,2489.0
Potong,4.7,405.0
Suan Thip,4.5,1010.0
Aulis,4.6,80.0
Maison Dunand,4.7,234.0
Resonance,4.8,146.0
Haoma,4.6,424.0
Le Normandie,4.7,5986.0
Wana Yook,4.6,154.0
INDDEE,4.9,233.0
NAWA,4.9,253.0
Aksorn,4.0,179.0
Coda,4.6,201.0
Samrub Samrub Thai,4.4,186.0
Nahm,4.0,1084.0
Jay Fai,3.6,4431.0
Saneh Jaan,4.3,677.0
80/20,4.5,398.0
"Elements, Inspired by Ciel Bleu",4.5,191.0
Le Du,4.1,1042.0
Blue by Alain Ducasse,4.5,360.0
Chim by Siam Wisdom,4.3,306.0
Sen Omakase,4.8,50.0
Cañabota,4.5,1874.0
A Tafona,4.1,631.0
Almo de Juan Guillamón,4.8,794.0
Esperit Roca,4.7,107.0
MAE Barcelona,4.8,204.0
Els Casals,4.7,766.0
Versátil,4.9,1809.0
L'Ó,4.7,342.0
Deliranto,4.7,497.0
Simpar,4.7,123.0
Refectorio,4.7,60.0
OSA,4.7,124.0
NM,4.9,77.0
Fraula,4.6,422.0
Prodigi,4.8,483.0
Toki,4.6,91.0
Ayalga,4.4,152.0
Taller Arzuaga,4.2,187.0
Auga,4.5,1534.0
Nub,4.3,317.0
Montia,4.7,1091.0
Epílogo,4.7,155.0
Taste 1973,4.9,64.0
iBAi by Paulo Airaudo,4.2,115.0
Massana,4.7,771.0
Castell Peralada,4.5,1559.0
Origen,4.9,272.0
Ansils,4.7,1296.0
En la Parra,4.7,913.0
Casa Nova,4.3,399.0
Kamezí,4.7,689.0
Suto,4.8,157.0
Monte,4.8,329.0
Fishølogy,4.8,413.0
RavioXO,4.3,1664.0
Cobo Evolución,4.6,104.0
Ibaya,4.4,67.0
ARREA!,4.6,961.0
Dama Juana,4.8,488.0
Kaleja,4.7,524.0
El Molino de Alcuneza,4.7,615.0
Quimbaya,4.8,699.0
Tabaiba,4.7,247.0
Real Balneario,4.4,990.0
Casa Marcelo,4.7,2447.0
Citrus del Tancat,4.8,231.0
Abantal,4.6,1171.0
Sollo,4.5,316.0
Eirado,4.6,673.0
Oba-,4.9,174.0
Casa Gerardo,4.6,1261.0
Ceibe,4.7,373.0
La Salita,4.7,1877.0
La Casa de Manolo Franco,4.8,591.0
Frases,4.8,466.0
Garena,4.6,590.0
La Finca,4.8,618.0
Ca l'Enric,4.7,1044.0
Hospedería El Batán,4.7,756.0
L'Antic Molí,4.6,2464.0
Ugo Chan,4.6,562.0
Zaranda,4.7,230.0
Quatre Molins,4.7,661.0
Chirón,4.6,1804.0
Casa Arcas,4.8,497.0
Saddle,4.7,813.0
José Carlos García,4.3,613.0
A'Barra,4.5,1171.0
El Invernadero,4.4,493.0
Casas Colgadas Restaurante,4.6,154.0
Nublo,4.7,497.0
Poemas by Hermanos Padrón,4.7,123.0
La Era de los Nogales,4.7,455.0
Kokotxa,4.5,797.0
COME by Paco Méndez,4.5,563.0
Els Tinars,4.6,2064.0
Ricardo Temiño,4.7,1822.0
Muxgo,4.5,157.0
Código de Barra,4.6,819.0
Alquimia - Laboratorio,4.6,919.0
Kaido Sushi Bar,4.8,252.0
Tohqa,3.9,226.0
Gaytán,4.6,691.0
Fogony,4.8,719.0
Nintai,4.7,200.0
Alejandro Serrano,4.9,263.0
La Finca,4.8,1922.0
La Bicicleta,4.7,844.0
Chispa Bistró,4.6,240.0
Árbore da Veira,4.6,1777.0
Ricardo Sanz Wellington,4.6,1270.0
Choco,4.6,994.0
Ikaro,4.8,930.0
San-Hô,4.5,153.0
Canfranc Express,4.7,47.0
Omakase by Walt,4.9,47.0
Corral de la Morería Gastronómico,4.4,3686.0
La Tasquería,4.6,2638.0
La Prensa,4.5,602.0
Les Moles,4.7,1396.0
Koy Shunka,4.7,2104.0
Ola Martín Berasategui,4.5,753.0
Emporium,4.3,715.0
Baluarte,4.8,963.0
Trigo,4.4,995.0
Unic,4.4,89.0
Ambivium,4.8,289.0
Oria,4.6,916.0
Enigma,4.6,618.0
Hofmann,4.6,1002.0
Boroa,,
Es Tragón,4.5,235.0
Los Guayres,4.6,691.0
El Ermitaño,4.6,2983.0
Zarate,4.5,710.0
Maruja Limón,4.6,865.0
Riff,4.5,863.0
Les Magnòlies,4.5,616.0
O'Pazo,4.6,582.0
Voramar,4.5,314.0
Malak,4.9,394.0
DINS Santi Taura,4.7,833.0
Ababol,4.6,548.0
Clos Madrid,4.6,762.0
Desde 1911,4.7,409.0
Sa Clastra,,
Santerra,4.4,1648.0
Atempo,4.7,731.0
Tula,4.7,513.0
Messina,4.6,414.0
Barro,4.7,121.0
La Costa,4.6,1220.0
Cancook,4.6,950.0
Il Bocconcino by Royal Hideaway,4.6,200.0
L'Aliança d'Anglès,4.7,708.0
Callizo,4.7,1295.0
Maca de Castro,4.6,382.0
Pablo,4.6,691.0
Baeza & Rufete,4.5,516.0
Lienzo,4.6,1179.0
Solana,4.5,1828.0
Beat,4.7,707.0
Es Fum,4.6,116.0
Hisop,4.5,1210.0
Audrey's,4.7,547.0
Mantúa,4.9,634.0
El Corral del Indianu,4.7,925.0
Can Bosch,4.7,1253.0
Orobianco,4.6,417.0
Raíces-Carlos Maldonado,4.8,1976.0
Yugo The Bunker,4.4,667.0
Via Veneto,4.5,1053.0
Fusion19,4.6,747.0
Elkano,4.7,1555.0
Aürt,4.6,276.0
El Retiro,4.6,565.0
El Serbal,4.5,1968.0
Aleia,4.6,161.0
Quirat,4.7,237.0
Kiro Sushi,4.8,502.0
Gofio,4.3,1226.0
Casa Bernardi,4.8,231.0
Malena,4.7,428.0
Slow & Low,4.6,736.0
Silabario,4.5,770.0
Fierro,4.8,319.0
La Gaia,4.8,218.0
Villa Retiro,4.6,1077.0
As Garzas,4.4,580.0
Cal Paradís,4.6,346.0
Moments,4.5,391.0
Marc Fosh,4.6,1034.0
La Aquarela,4.7,465.0
La Boscana,4.8,1346.0
Raúl Resino,4.7,725.0
Magoga,4.6,1326.0
Mu•na,4.7,862.0
El Doncel,4.7,1110.0
Etxebarri,4.4,1641.0
Alkimia,4.5,622.0
Yayo Daporta,4.5,1117.0
Mina,4.4,219.0
Angle,4.7,1065.0
Ama,4.7,617.0
Gente Rara,4.6,789.0
VelascoAbellà,4.7,125.0
Dos Palillos,4.3,1362.0
Béns d'Avall,4.5,765.0
Marcos,4.9,164.0
Terra,4.9,456.0
Erre de Roca,4.7,178.0
Andra Mari,4.7,882.0
Arrels,4.6,910.0
Ferpel Gastronómico,4.7,479.0
Eneko,4.6,1069.0
Teatro kitchen & bar,4.7,577.0
Andreu Genestra,4.5,412.0
Atalaya,4.6,547.0
Caelis,4.6,1215.0
Mesón Sabor Andaluz,4.8,797.0
Can Jubany,4.8,2387.0
Rincón de Diego,4.7,991.0
Etxeko Ibiza,4.7,169.0
Cocinandos,4.7,1497.0
Rodero,4.7,596.0
Alameda,,
Europa,4.6,452.0
Peix & Brases,4.4,1269.0
Ancestral,4.6,582.0
Bagá,4.8,664.0
Divinum,4.7,1068.0
Solla,4.6,1041.0
Coto de Quevedo Evolución,4.7,920.0
Radis,4.9,318.0
Nerua Guggenheim Bilbao,4.3,650.0
Lera,4.8,1432.0
Donaire,4.4,246.0
Nova,4.7,1166.0
El Bohío,4.7,3364.0
El Xato,4.8,1307.0
Vandelvira,4.8,147.0
Ajonegro,4.6,745.0
Casona del Judío,4.4,862.0
BACK,4.6,860.0
La Botica de Matapozuelos,4.5,962.0
Tatau,4.7,1146.0
Lillas Pastia,4.5,849.0
Txispa,4.6,103.0
Kabo,4.7,464.0
Mont Bar,4.5,1445.0
Lluerna,4.8,1856.0
CEBO,4.7,990.0
Retama,4.6,95.0
Sala,4.6,1080.0
La Lobita,4.7,508.0
La Fonda Xesc,4.5,568.0
Casa Pepa,4.4,410.0
Víctor Gutiérrez,4.6,633.0
Blossom,4.7,894.0
Pabú,4.7,123.0
Tresmacarrons,4.6,713.0
Amazing Chinese Cuisine (Changning),5.0,1.0
Phénix,4.6,165.0
Canton Table,4.5,8.0
Oriental Sense & Palate,,
Obscura,4.3,229.0
Ming Court,5.0,3.0
Le Comptoir de Pierre Gagnaire,4.1,8.0
Fu 1088,4.5,45.0
Moose (Changning),,
Cheng Long Hang (Huangpu),4.4,245.0
Da Dong (Xuhui),4.2,26.0
Lao Zheng Xing,4.0,47.0
Gastro Esthetics at DaDong,4.7,12.0
Sheng Yong Xing (Huangpu),5.0,1.0
Yong Yi Ting,4.7,229.0
Jin Xuan,4.6,615.0
Il Ristorante - Niko Romito,4.5,53.0
Yong Fu (Huangpu),3.9,17.0
Lu Style (Huangpu),4.7,3.0
Fu 1015,4.5,11.0
Moose (Pudong),4.0,4.0
Yi Long Court,4.4,13.0
YongFoo Élite,4.1,31.0
Narisawa,4.3,270.0
Xin Rong Ji (West Nanjing Road),3.8,9.0
Seventh Son,4.9,126.0
T'ang Court,4.2,453.0
EHB,4.5,2.0
Yue Hai Tang,4.5,202.0
Tou Zao,,
Wu You Xian,,
Lei Garden (Xuhui),3.8,4.0
Lei Garden (Pudong),4.5,4.0
Ren He Guan (Xuhui),4.6,11.0
Yong Fu (Hongkou),4.1,9.0
Sole,4.5,55.0
Meet the Bund (Zhongshan Dong Er Road),4.7,68.0
Ling Long,4.5,397.0
Fu 1039,4.7,14.0
Maison Lameloise,4.8,959.0
Zhou She (Minhang),4.3,4.0
Molina,4.3,46.0
Beta,4.3,271.0
Au Jardin,4.8,648.0
Chim By Chef Noom,4.8,111.0
Auntie Gaik Lean's Old School Eatery,4.2,1715.0
DC. by Darren Chin,4.8,2198.0
Craft Omakase,5.0,205.0
la Barbecue,4.5,3075.0
InterStellar BBQ,4.6,1499.0
Mixtli,4.7,322.0
Le Jardinier Houston,4.5,413.0
Tatsu Dallas,4.7,132.0
Hestia,4.5,723.0
CorkScrew BBQ,4.8,3795.0
Musaafer,4.4,2133.0
March,4.6,159.0
Barley Swine,4.7,1246.0
BCN Taste & Tradition,4.7,1016.0
Olamaie,4.5,834.0
Tatemó,4.3,127.0
LeRoy and Lewis Barbecue,4.5,1268.0
O Me O Il Mare,4.8,16.0
La Buca,4.7,806.0
La Trattoria Enrico Bartolini,4.5,103.0
LoRo,4.6,586.0
Serrae Villa Fiesole,4.9,26.0
Casin del Gamba,4.8,248.0
Palais Royal Restaurant,5.0,9.0
Kitchen,4.5,343.0
Ancòra,4.7,43.0
Abbruzzino Oltre,5.0,16.0
Abbruzzino,4.7,289.0
San Giorgio,4.6,802.0
Dalla Gioconda,4.5,408.0
Cannavacciuolo Le Cattedrali Asti,4.9,29.0
Pascucci al Porticciolo,4.6,688.0
Zur Rose,4.7,268.0
Votavota,4.4,539.0
La Ciau del Tornavento,4.6,1608.0
Johannesstube,4.8,32.0
Al Sorriso,4.4,137.0
Il Papavero,4.6,440.0
Locanda San Lorenzo,4.7,631.0
Zash,4.6,413.0
Del Cambio,4.3,536.0
Balzi Rossi,4.7,330.0
Primo Restaurant,4.5,282.0
Bluh Furore,5.0,6.0
Castello di Fighine,4.6,185.0
Il Luogo Aimo e Nadia,4.5,542.0
Dolada,4.7,235.0
Achilli al Parlamento,4.5,277.0
La Magnolia,4.4,64.0
Andreina,4.5,772.0
Laite,4.8,391.0
Angelo Sabatelli,4.9,137.0
Il Pievano,4.3,62.0
La Locanda del Borgo,4.6,37.0
Tre Olivi,4.6,171.0
Osteria Arbustico,4.6,169.0
San Martino,4.7,276.0
Il Buco,4.6,822.0
Terrazza Bosquet,4.5,169.0
Vespasia,4.8,132.0
Atelier,4.7,239.0
Locanda Don Serafino,4.7,326.0
Locanda Mammì,4.5,399.0
Tilia,4.9,181.0
La Sala dei Grappoli,4.6,26.0
Guidoristorante,4.7,552.0
Prezioso,4.8,18.0
Borgo San Jacopo,4.4,18.0
Il Tiglio,4.8,613.0
Due Camini,4.5,99.0
Veritas,4.5,363.0
Shalai,4.6,269.0
Il Fagiano,4.3,32.0
Il Cantinone e Sport Hotel Alpina,4.8,72.0
Maeba Restaurant,4.7,204.0
L'Argine a Vencò,4.6,602.0
Romano,4.6,420.0
Capriccio,4.5,314.0
Il Cappero,4.6,80.0
La Tana Gourmet,4.6,361.0
Sissi,4.6,722.0
Ca' Matilde,4.8,563.0
21.9,4.6,178.0
Il Patio,4.7,292.0
Zappatori,4.6,332.0
Antica Osteria Nonna Rosa,4.6,361.0
La Trota,4.8,328.0
Joia,4.6,1126.0
Acquerello,4.8,218.0
Aroma,4.1,1304.0
Saporium Firenze,4.5,475.0
Dolomieu,4.8,156.0
Re Maurì,4.5,292.0
Vitantonio Lombardo,4.7,520.0
Contraste,4.7,906.0
Sarri,4.6,584.0
Signum,4.3,313.0
Sud,4.4,456.0
Crocifisso,4.4,450.0
Nostrano,4.6,541.0
Le Trabe,4.5,1238.0
La Capinera,4.4,532.0
Iacobucci,4.7,363.0
Carignano,4.4,479.0
Gourmetstube Einhorn,4.9,62.0
La Torre,4.4,60.0
Relais Blu,4.7,606.0
Anna Stuben,4.5,140.0
Moma,4.5,910.0
Lanterna Verde,4.7,316.0
Magorabin,4.3,489.0
Condividere,4.8,667.0
Stube Hermitage,4.6,61.0
Il Ristorante di Guido da Costigliole,4.1,73.0
All'Oro,4.5,808.0
Berton,4.5,606.0
Villa Maiella,4.8,732.0
Esplanade,4.8,1010.0
Cucina Cereda,4.7,584.0
Lido 84,4.8,1228.0
Vintage 1997,4.4,487.0
Locanda Margon,4.8,616.0
I Castagni,4.6,299.0
President,4.6,258.0
Cracco in Galleria,3.8,4079.0
Alpenroyal Gourmet,4.5,42.0
Zum Löwen,4.6,289.0
Schöneck,4.6,359.0
Gellivs,4.6,595.0
Cannavacciuolo Bistrot,4.6,2950.0
Abocar Due Cucine,4.7,602.0
La Pineta,4.5,952.0
Indaco,4.6,71.0
Oro Restaurant,4.2,75.0
Accursio,4.7,254.0
Sadler,4.6,617.0
Ca' Vittoria,4.6,293.0
Iyo,4.7,2426.0
Sedicesimo Secolo,4.8,289.0
Josè Restaurant - Tenuta Villa Guerra,4.7,553.0
Vecchia Malcesine,4.7,265.0
Al Metrò,4.7,369.0
D.One Restaurant,4.7,273.0
Il Convivio Troiani,4.5,439.0
Amistà,4.6,475.0
Il Centro,4.7,633.0
La Preséf,4.5,85.0
La Credenza,4.7,607.0
La Tortuga,4.8,160.0
Bracali,4.5,98.0
Il Gallo Cedrone,4.5,135.0
Butterfly,4.5,503.0
Osteria della Brughiera,4.6,442.0
Antonello Colonna Labico,4.2,552.0
Oasis - Sapori Antichi,4.8,741.0
Venissa,4.4,1104.0
Atman,4.8,224.0
Marco Martini Restaurant,4.3,621.0
Suinsom,4.8,76.0
Casamatta,4.6,96.0
Malga Panna,4.7,873.0
Bistrot,4.6,564.0
Per Me Giulio Terrinoni,4.6,765.0
Zass,4.7,81.0
Glass Hostaria,4.4,626.0
Cannavacciuolo by the Lake,4.6,262.0
Lux Lucis,4.7,74.0
La Bandiera,4.8,695.0
Antica Corte Pallavicina,4.6,1668.0
Anima,4.8,95.0
Don Alfonso 1890,4.8,586.0
Vineria Modì,4.7,635.0
Re Santi e Leoni,4.8,213.0
Italo Bassi Confusion Restaurant,4.0,160.0
Il Pellicano,4.7,433.0
Pipero Roma,4.5,508.0
Felix Lo Basso home & restaurant,4.5,213.0
L'Acciuga,4.5,576.0
Ada,4.8,135.0
Mec Restaurant,4.6,285.0
Luigi Lepore,4.9,162.0
Gabbiano 3.0,4.3,141.0
Il Marin,4.4,712.0
Casa Buono,4.9,296.0
Vite,4.8,60.0
Osteria degli Assonica,4.5,730.0
Impronta d'Acqua,4.8,150.0
Imàgo,4.6,400.0
Inkiostro,4.5,330.0
Porta di Basso,4.4,353.0
Tancredi,4.4,509.0
Dolce Stil Novo alla Reggia,4.8,743.0
Gucci Osteria da Massimo Bottura,4.3,757.0
La Speranzina Restaurant & Relais,4.4,824.0
Paolo e Barbara,4.4,142.0
Osteria di Passignano,4.6,394.0
Horto,4.3,146.0
I Portici,4.3,1701.0
Alto,4.6,40.0
Contaminazioni Restaurant,4.8,101.0
Lazzaro 1915,4.7,173.0
Osteria Altran,4.7,93.0
Silene,,
Osteria Acquarol,4.6,237.0
Lorelei,4.5,347.0
Pulejo,4.8,214.0
Cannavacciuolo Countryside,4.7,234.0
Acqua Pazza,4.3,214.0
Taverna del Capitano,4.5,380.0
Marotta,5.0,99.0
La Coldana,4.4,856.0
FRE,4.8,139.0
Peter Brunel Ristorante Gourmet,4.9,331.0
Moebius Sperimentale,4.4,1348.0
Il Visibilio,4.8,21.0
Spinechile,4.8,287.0
Vescovado,4.4,358.0
The Cook,4.3,304.0
Andrea Monesi - Locanda di Orta,3.8,40.0
Glicine,4.7,738.0
Villa Naj,4.7,422.0
Matteo Grandi in Basilica,3.9,49.0
Alici,4.9,243.0
La Caravella dal 1959,4.4,222.0
San Martino,4.7,358.0
Il Piastrino,4.8,384.0
Guido,4.7,533.0
Massimo Camia,4.7,505.0
Il Flauto di Pan,3.8,118.0
Luisl Stube,4.6,5036.0
SanBrite,4.6,379.0
Paca,4.8,332.0
Quintessenza,4.8,834.0
La Favellina,4.7,389.0
Lorenzo,4.7,657.0
Arnaldo - Clinica Gastronomica,4.7,2127.0
L'Erba del Re,4.5,370.0
La Primula,4.6,475.0
Vignamare,4.9,100.0
Retroscena,4.7,310.0
Li Galli,,
Il Circolino,4.4,243.0
Lunasia,4.6,172.0
Famiglia Rana,4.6,274.0
Rossellinis,4.5,11.0
Atto di Vito Mollica,4.8,324.0
Andrea Larossa,4.5,360.0
Otto Geleng,4.7,42.0
Iyo Kaiseki,4.7,298.0
Casa Leali,4.7,319.0
Don Alfonso 1890 San Barbato,4.6,633.0
Casa Sgarra,4.9,484.0
Cetaria,4.4,264.0
Sensi,4.6,328.0
Osteria del Viandante,4.7,378.0
La Rucola 2.0,4.6,356.0
Impronte,4.3,256.0
Qafiz,4.8,187.0
Gambero Rosso,4.8,688.0
Grow Restaurant,4.7,133.0
Līmū,4.9,147.0
Quadri,3.7,169.0
In Viaggio - Claudio Melis,4.9,71.0
Volta del Fuenti by Michele De Blasio,4.9,15.0
Linfa,4.8,185.0
Cortile Spirito Santo,4.7,228.0
Il Refettorio,4.4,12.0
Mater1apr1ma,4.7,412.0
Sine by Di Pinto,4.8,462.0
Unforgettable,4.8,213.0
Don Geppi,4.5,57.0
Oseleta,4.5,190.0
Le Monzù,4.5,124.0
Il Poggio Rosso,4.6,45.0
Il Saraceno,4.7,473.0
Tivoli,4.6,378.0
Vecchio Ristoro,4.6,293.0
Il Palagio,4.5,278.0
La Parolina,4.7,424.0
Storie d'Amore,4.6,305.0
Cannavacciuolo Vineyard,4.7,192.0
Elementi,4.9,18.0
Equilibrio,4.9,180.0
Idylio by Apreda,4.6,156.0
ARIA,4.8,193.0
Gusto by Sadler,4.3,39.0
Da Gorini,4.8,616.0
Apostelstube,4.9,14.0
Grual,4.9,23.0
La Zanzara,4.7,398.0
Local,4.6,641.0
Octavin,4.5,105.0
Caracol,4.7,303.0
Contrada Bricconi,4.9,286.0
Leon d'Oro,4.7,192.0
Al Gatto Verde,4.9,49.0
Terramira,4.8,213.0
Osmosi,4.6,519.0
Paolo Griffa al Caffè Nazionale,4.3,777.0
Fradis Minoris,4.3,270.0
Olmo,4.7,1328.0
Sintesi,4.9,350.0
Marco Bottega Ristorante,4.5,362.0
Locanda de Banchieri,4.7,247.0
Dattilo,4.6,144.0
Hyle,4.4,399.0
Une,4.8,296.0
Wistèria,4.7,492.0
Coria,4.6,284.0
Colline Ciociare,4.6,186.0
Wood,4.5,159.0
Trattoria da Amerigo,4.7,1289.0
El Molin,4.6,229.0
Piano35,4.5,2105.0
Trattoria al Cacciatore - La Subida,4.6,946.0
Aqua Crua,4.7,423.0
Damini Macelleria & Affini,4.5,325.0
All'Enoteca,4.6,723.0
Casa Vissani,4.7,340.0
Sapio,4.7,285.0
Il Sereno Al Lago,4.2,87.0
Casa Mazzucchelli,4.5,340.0
Ristorante del Lago,4.8,792.0
Principe Cerami,4.4,28.0
Nove,4.7,136.0
Trattoria contemporanea,4.6,577.0
sui generis.,4.8,91.0
Il Fuoco Sacro,4.6,179.0
Contrada,4.4,428.0
Il Cantuccio,4.7,483.0
La Palta,4.7,598.0
Il Falconiere,4.6,275.0
Il Desco,4.8,346.0
Il Bavaglino,4.2,357.0
I Pupi,4.4,454.0
Al Gambero,4.8,725.0
Dissapore di Andrea Catalano,4.8,201.0
Locanda del Pilone,4.4,237.0
Pashà,4.7,355.0
Saporium,4.5,30.0
La Stüa de Michil,4.7,126.0
Due Colombe,4.7,862.0
Il Tino,4.6,540.0
Nin,4.8,52.0
Kuppelrain,4.9,272.0
L'Asinello,4.7,309.0
Un Piano nel Cielo,4.5,47.0
Materia,4.7,625.0
Essenza,4.8,423.0
Acqua,4.8,169.0
I Tenerumi,4.3,23.0
Orma Roma,4.7,120.0
Iris Ristorante,4.9,47.0
Nazionale,4.5,611.0
Zia,4.7,558.0
Borgo Sant'Anna,4.7,445.0
Erth,4.2,185.0
99 Sushi Bar,4.5,402.0
Talea by Antonio Guida,4.1,164.0
Hakkasan,4.5,947.0
Omakase Table,4.9,208.0
O by Brush,4.3,117.0
Bacchanalia,4.6,1138.0
Hayakawa,4.6,393.0
Mujō,4.6,166.0
Lazy Betty,4.8,971.0
Atlas,4.5,528.0
Spring,4.7,511.0
Staplehouse,4.7,612.0
Max Cekot Kitchen,4.8,343.0
JOHN Chef's Hall,5.0,12.0
Arakel,4.8,96.0
OZ,4.7,22.0
KLE,4.6,532.0
Fahr,4.5,402.0
Bad Balgach by Schützelhofer,4.9,117.0
GÜTSCH by Markus Neff,3.9,100.0
La Pinte des Mossettes,4.8,235.0
Sushi Shin,3.9,164.0
Njørden,4.8,330.0
Birdy's by Achtien - The Nest,4.6,177.0
Neue Taverne,4.6,615.0
Osteria Enoteca Cuntitt,4.7,180.0
Torkel,4.8,238.0
Bayview by Michel Roth,4.8,321.0
Du Cerf,4.5,342.0
Locanda Barbarossa,4.6,13.0
Alpenblick - Stuba,4.7,222.0
Eden Kitchen & Bar,4.6,170.0
Sonne,4.7,208.0
Regina Montium,4.8,20.0
Villa Sommerlust,4.6,406.0
Restaurant GERBER WYSS,4.7,167.0
Le Murenberg,4.8,228.0
The Japanese by The Chedi at Gütsch,4.4,64.0
Les Montagnards - Le Sommet,4.5,219.0
Des Trois Tours,4.8,423.0
Krone,4.7,101.0
Au 1465,4.8,351.0
ZOE,4.9,224.0
Verve by Sven,3.8,71.0
Stéphane Décotterd,4.7,210.0
Zur Gedult,4.8,112.0
Brasserie Uno,4.6,229.0
Wein & Sein,4.8,256.0
Steinhalle,4.5,550.0
Wiesner Mysterion - Wiesner - Zauber,4.8,297.0
Le Pérolles,4.8,379.0
Ackermannshof,4.8,102.0
Gilles Varone,5.0,144.0
Alpenblick,4.1,456.0
Panorama - Cayenne,4.8,485.0
Le Cigalon,4.8,298.0
Sternen - Badstube,4.6,469.0
I Due Sud,4.3,35.0
Il Lago,4.5,240.0
Gasthaus Zum Gupf,4.9,528.0
La Table d'Adrien,4.7,24.0
LeMontBlanc,4.6,43.0
Sommet by Martin Göschel,4.5,11.0
Osteria dell'Enoteca,4.7,169.0
Domaine de Châteauvieux,4.7,658.0
Sihlhalde,4.7,241.0
Damien Germanier,4.6,343.0
Segreto,4.7,87.0
La Chaumière by Serge Labrosse,4.6,525.0
Schlüssel - Nidbergstube,4.8,86.0
RICO'S,4.6,334.0
L'OURS,4.8,189.0
Château Attisholz - Le feu,4.7,213.0
Restaurant de l'Hôtel de Ville,4.5,244.0
1910 Gourmet by Hausers,4.7,61.0
Wirtshaus Zur Säge,4.8,92.0
Radius by Stefan Beer,4.8,47.0
META,4.7,271.0
La Micheline,4.7,332.0
Wöschi,4.6,512.0
Gasthaus zum Kreuz - Bijou,4.8,113.0
Tsé Fung,4.0,239.0
elmira,4.9,181.0
Cà d'Oro,4.7,15.0
Alpine Gourmet Prato Borni,4.8,54.0
Capri,4.2,72.0
THE VIEW,4.5,425.0
EquiTable,4.8,297.0
Le Berceau des Sens,4.7,280.0
Aux Trois Amis,4.4,522.0
Löwen - Apriori,4.8,350.0
Vivanda,4.0,5.0
Seerestaurant Belvédère,4.7,151.0
LA CHAVALLERA in der Krone - Säumerei am Inn,4.7,155.0
Traube,4.8,137.0
La Riva,4.7,150.0
Le Chat-Botté,4.7,238.0
Maihöfli by UniQuisine,5.0,50.0
Table de Mary,4.7,466.0
Tosca,4.5,252.0
Wirtschaft im FRANZ,4.4,328.0
Jägerhof,4.7,226.0
Lucide,4.8,221.0
ORSINI,4.5,275.0
L'Aparté,4.8,148.0
Du Bourg,4.8,149.0
Auberge de la Croix Blanche,4.7,192.0
Locanda Orico,4.7,217.0
Gasthaus Löwen,4.9,85.0
Schlüssel,4.8,191.0
La Rôtisserie,4.5,355.0
After Seven,4.5,97.0
Truube,4.9,172.0
Neue Blumenau,4.7,112.0
UniQuisine Atelier,5.0,34.0
Gasthaus zum Kreuz - Stübli,4.8,113.0
Chesa Stüva Colani,4.8,34.0
The Dining Room,5.0,22.0
F.P. Journe - Le Restaurant,4.8,69.0
Yama,4.8,45.0
Higashiyama Muku,4.9,22.0
Tour D'argent Tokyo,4.6,560.0
Koshikiryori Koki,,
TROIS VISAGES,4.8,53.0
Piao-Xiang,5.0,13.0
Hiroo Ishizaka,5.0,23.0
Sharikimon Onozawa,4.7,79.0
Sushi Ichijo,4.2,134.0
l'élan,4.8,74.0
Nabeno-Ism,4.6,376.0
Shigeyuki,4.7,23.0
Tempura Yaguchi,4.4,59.0
est,4.4,871.0
LA TABLE de Joël Robuchon,4.6,640.0
La Paix,4.5,278.0
Waketokuyama,4.6,336.0
Sushi Hashimoto,4.6,171.0
BEIGE Alain Ducasse,4.2,574.0
Nihombashi Sonoji,4.4,116.0
FARO,4.5,226.0
Yakitori Omino,4.4,382.0
Jushu,4.3,52.0
Kyobashi Tempura Fukamachi,4.5,450.0
Sushi Keita,4.5,140.0
ESTERRE,4.4,121.0
Jukuseizushi Yorozu,4.4,90.0
Ginza Toyoda,4.2,101.0
Tempura Miyashiro,4.5,223.0
Simplicité,4.6,164.0
MAKIYAKI GINZA ONODERA,4.7,126.0
L'ARGENT,4.6,118.0
Aroma Fresca,4.4,189.0
Kabi,4.4,293.0
Miyasaka,4.4,19.0
Shokuzen Abe,4.5,50.0
Seiju,4.4,101.0
Oku,4.6,33.0
Towa,4.7,230.0
L'aube,,
Ten Yokota,4.6,41.0
au deco,4.7,52.0
Nishiazabu Noguchi,4.6,32.0
Tentempura Uchitsu,4.7,79.0
Akiyama,4.7,56.0
Tempura Maehira,4.4,28.0
Edomae Sushi Hanabusa,4.3,97.0
Guchokuni,4.7,40.0
Kappo Muroi,4.7,19.0
Yotsuya Minemura,4.6,16.0
hortensia,4.9,31.0
Saucer,4.4,502.0
PRIMO PASSO,4.5,25.0
apothéose,4.8,37.0
Ichirin,4.7,49.0
Sorahana,4.2,25.0
